User;Type;Time
1;Observation week;10/07/2017 18:47
1;Observation week;10/07/2017 19:21
1;Observation week;11/07/2017 03:36
1;Observation week;11/07/2017 04:23
1;Observation week;11/07/2017 06:08
1;Observation week;11/07/2017 07:31
1;Observation week;11/07/2017 08:34
1;Observation week;11/07/2017 10:15
1;Observation week;11/07/2017 10:50
1;Observation week;11/07/2017 11:27
1;Observation week;11/07/2017 12:10
1;Observation week;11/07/2017 14:14
1;Observation week;11/07/2017 15:07
1;Observation week;11/07/2017 15:33
1;Observation week;11/07/2017 16:11
1;Observation week;11/07/2017 17:51
1;Observation week;11/07/2017 18:56
1;Observation week;11/07/2017 19:19
1;Auto skipped;12/07/2017 04:04
1;On time;12/07/2017 04:23
1;Auto skipped;12/07/2017 05:20
1;Auto skipped;12/07/2017 06:18
1;Cheated;12/07/2017 06:20
1;Skipped;12/07/2017 07:41
1;Cheated;12/07/2017 07:43
1;Auto skipped;12/07/2017 08:46
1;Cheated;12/07/2017 09:30
1;Auto skipped;12/07/2017 09:55
1;Cheated;12/07/2017 11:34
1;Snoozed;12/07/2017 12:14
1;On time;12/07/2017 12:27
1;On time;12/07/2017 12:56
1;Auto skipped;12/07/2017 14:16
1;On time;12/07/2017 14:57
1;Cheated;12/07/2017 15:26
1;On time;12/07/2017 18:10
1;On time;12/07/2017 18:39
1;Auto skipped;12/07/2017 19:11
1;On time;12/07/2017 19:52
1;On time;13/07/2017 03:29
1;Auto skipped;13/07/2017 05:19
1;On time;13/07/2017 06:35
1;Auto skipped;13/07/2017 08:03
1;Cheated;13/07/2017 08:13
1;Auto skipped;13/07/2017 08:54
1;Cheated;13/07/2017 09:03
1;On time;13/07/2017 10:12
1;Snoozed;13/07/2017 11:12
1;Auto skipped;13/07/2017 11:22
1;Cheated;13/07/2017 11:59
1;Auto skipped;13/07/2017 12:22
1;Skipped;13/07/2017 13:08
1;Cheated;13/07/2017 13:57
1;On time;13/07/2017 14:47
1;Auto skipped;13/07/2017 15:38
1;Auto skipped;13/07/2017 16:45
1;On time;13/07/2017 17:25
1;Auto skipped;13/07/2017 17:53
1;On time;13/07/2017 18:54
1;On time;13/07/2017 19:33
1;On time;13/07/2017 20:39
1;On time;14/07/2017 03:37
1;On time;14/07/2017 04:25
1;On time;14/07/2017 06:30
1;On time;14/07/2017 07:25
1;On time;14/07/2017 08:07
1;Auto skipped;14/07/2017 08:59
1;Auto skipped;14/07/2017 10:56
1;Auto skipped;14/07/2017 12:20
1;Auto skipped;14/07/2017 13:43
1;Auto skipped;14/07/2017 14:58
1;Cheated;14/07/2017 16:22
1;Cheated;14/07/2017 18:27
1;Auto skipped;14/07/2017 19:02
1;Auto skipped;14/07/2017 19:30
1;On time;14/07/2017 20:10
1;On time;14/07/2017 20:45
1;Auto skipped;15/07/2017 04:33
1;Auto skipped;15/07/2017 05:43
1;Cheated;15/07/2017 06:00
1;Auto skipped;15/07/2017 06:50
1;Auto skipped;15/07/2017 07:33
1;Cheated;15/07/2017 07:51
1;Auto skipped;15/07/2017 08:32
1;On time;15/07/2017 09:25
1;Auto skipped;15/07/2017 09:58
1;On time;15/07/2017 11:53
1;Auto skipped;15/07/2017 14:59
1;Cheated;15/07/2017 15:45
1;On time;15/07/2017 17:16
1;Auto skipped;15/07/2017 18:35
1;On time;15/07/2017 18:56
1;On time;15/07/2017 19:26
1;On time;15/07/2017 20:23
1;Auto skipped;15/07/2017 20:47
1;On time;16/07/2017 06:53
1;Auto skipped;16/07/2017 07:08
1;Cheated;16/07/2017 07:36
1;Auto skipped;16/07/2017 08:52
1;On time;16/07/2017 09:31
1;On time;16/07/2017 10:11
1;Auto skipped;16/07/2017 10:30
1;Auto skipped;16/07/2017 11:33
1;Auto skipped;16/07/2017 12:37
1;On time;16/07/2017 13:02
1;On time;16/07/2017 13:26
1;Friend;16/07/2017 13:34
1;On time;16/07/2017 14:24
1;Auto skipped;16/07/2017 15:25
1;Auto skipped;16/07/2017 15:52
1;Cheated;16/07/2017 15:54
1;Cheated;16/07/2017 16:00
1;On time;16/07/2017 16:33
1;On time;16/07/2017 16:59
1;Snoozed;16/07/2017 17:41
1;Auto skipped;16/07/2017 17:51
1;On time;16/07/2017 18:31
1;On time;16/07/2017 19:05
1;Auto skipped;16/07/2017 20:04
1;On time;17/07/2017 04:20
1;Auto skipped;17/07/2017 04:41
1;On time;17/07/2017 05:38
1;Cheated;17/07/2017 06:27
1;Auto skipped;17/07/2017 07:33
1;Cheated;17/07/2017 08:18
1;Auto skipped;17/07/2017 08:27
1;Auto skipped;17/07/2017 10:04
1;On time;17/07/2017 11:37
1;On time;17/07/2017 12:28
1;On time;17/07/2017 13:40
1;On time;17/07/2017 14:42
1;Auto skipped;17/07/2017 15:54
1;Auto skipped;17/07/2017 16:58
1;On time;17/07/2017 17:40
1;On time;17/07/2017 18:20
1;Auto skipped;17/07/2017 18:47
1;On time;17/07/2017 19:21
1;On time;18/07/2017 03:36
1;On time;18/07/2017 04:23
1;On time;18/07/2017 06:09
1;On time;18/07/2017 07:31
1;Auto skipped;18/07/2017 08:34
1;Snoozed;18/07/2017 10:15
1;On time;18/07/2017 10:25
1;Snoozed;18/07/2017 10:51
1;Auto skipped;18/07/2017 11:01
1;On time;18/07/2017 11:28
1;Snoozed;18/07/2017 12:10
1;Auto skipped;18/07/2017 12:20
1;Cheated;18/07/2017 12:53
1;On time;18/07/2017 14:14
1;Auto skipped;18/07/2017 15:07
1;Auto skipped;18/07/2017 15:33
1;Auto skipped;18/07/2017 16:11
1;Auto skipped;18/07/2017 17:51
1;On time;18/07/2017 18:57
1;On time;18/07/2017 19:19
1;Cheated;18/07/2017 20:15
1;Auto skipped;19/07/2017 04:04
1;On time;19/07/2017 04:21
1;On time;19/07/2017 05:21
1;On time;19/07/2017 06:16
1;On time;19/07/2017 07:40
1;On time;19/07/2017 08:46
1;Auto skipped;19/07/2017 09:55
1;Cheated;19/07/2017 10:14
1;Auto skipped;19/07/2017 12:12
1;Auto skipped;19/07/2017 12:56
1;On time;19/07/2017 14:16
1;Auto skipped;19/07/2017 14:56
1;Cheated;19/07/2017 15:47
1;Cheated;19/07/2017 16:23
1;On time;19/07/2017 18:10
1;On time;19/07/2017 18:40
1;On time;19/07/2017 19:13
1;On time;19/07/2017 19:53
1;On time;20/07/2017 03:30
1;Auto skipped;20/07/2017 05:19
1;Auto skipped;20/07/2017 06:34
1;Auto skipped;20/07/2017 08:03
1;Auto skipped;20/07/2017 08:54
1;Cheated;20/07/2017 09:39
1;On time;20/07/2017 10:12
1;Auto skipped;20/07/2017 11:12
1;Cheated;20/07/2017 11:28
1;Auto skipped;20/07/2017 12:22
1;On time;20/07/2017 13:08
1;On time;20/07/2017 14:47
1;On time;20/07/2017 15:38
1;On time;20/07/2017 16:45
1;On time;20/07/2017 17:26
1;On time;20/07/2017 18:54
1;On time;20/07/2017 19:32
1;Auto skipped;20/07/2017 20:38
1;On time;21/07/2017 03:37
1;Auto skipped;21/07/2017 04:25
1;Snoozed;21/07/2017 06:32
1;On time;21/07/2017 06:42
1;Auto skipped;21/07/2017 07:25
1;On time;21/07/2017 08:07
1;On time;21/07/2017 09:00
1;Snoozed;21/07/2017 10:57
1;Snoozed;21/07/2017 11:07
1;On time;21/07/2017 11:17
1;Auto skipped;21/07/2017 12:20
1;Auto skipped;21/07/2017 13:43
1;On time;21/07/2017 14:59
1;Cheated;21/07/2017 16:37
1;Cheated;21/07/2017 17:59
1;On time;21/07/2017 19:00
1;Snoozed;21/07/2017 19:30
1;On time;21/07/2017 19:40
1;On time;21/07/2017 20:09
1;Auto skipped;21/07/2017 20:45
1;On time;22/07/2017 04:33
1;On time;22/07/2017 05:44
1;On time;22/07/2017 06:51
1;Auto skipped;22/07/2017 07:33
1;Cheated;22/07/2017 07:44
1;On time;22/07/2017 08:32
1;On time;22/07/2017 09:26
1;Auto skipped;22/07/2017 09:58
1;On time;22/07/2017 11:53
1;Auto skipped;22/07/2017 14:59
1;On time;22/07/2017 17:16
1;On time;22/07/2017 18:37
1;Auto skipped;22/07/2017 18:56
1;On time;22/07/2017 19:24
1;On time;22/07/2017 20:23
1;Auto skipped;22/07/2017 20:47
1;On time;23/07/2017 07:08
1;Cheated;23/07/2017 07:47
1;Auto skipped;23/07/2017 08:52
1;Auto skipped;23/07/2017 09:31
1;Cheated;23/07/2017 09:46
1;Auto skipped;23/07/2017 10:11
1;Auto skipped;23/07/2017 11:33
1;Auto skipped;23/07/2017 12:37
1;Auto skipped;23/07/2017 13:02
1;Auto skipped;23/07/2017 13:26
1;On time;23/07/2017 14:25
1;On time;23/07/2017 15:26
1;Auto skipped;23/07/2017 15:50
1;Auto skipped;23/07/2017 16:33
1;On time;23/07/2017 16:59
1;Snoozed;23/07/2017 17:41
1;On time;23/07/2017 17:51
1;On time;23/07/2017 18:31
1;On time;23/07/2017 19:05
1;Auto skipped;23/07/2017 20:04
1;Snoozed;24/07/2017 04:21
1;On time;24/07/2017 04:31
1;Snoozed;24/07/2017 04:41
1;On time;24/07/2017 04:51
1;On time;24/07/2017 05:38
1;Snoozed;24/07/2017 07:33
1;On time;24/07/2017 07:43
1;Snoozed;24/07/2017 08:27
1;On time;24/07/2017 08:37
1;On time;24/07/2017 10:04
1;On time;24/07/2017 11:37
1;Auto skipped;24/07/2017 12:28
1;Auto skipped;24/07/2017 13:40
1;On time;24/07/2017 14:44
1;Friend;24/07/2017 15:53
1;On time;24/07/2017 15:54
1;Auto skipped;24/07/2017 16:58
1;On time;24/07/2017 17:38
1;Auto skipped;24/07/2017 18:20
1;Snoozed;24/07/2017 18:47
1;On time;24/07/2017 18:57
1;On time;24/07/2017 19:21
1;On time;25/07/2017 03:36
1;On time;25/07/2017 04:23
1;On time;25/07/2017 06:08
1;On time;25/07/2017 07:31
1;Auto skipped;25/07/2017 08:34
1;Snoozed;25/07/2017 10:15
1;On time;25/07/2017 10:25
1;On time;25/07/2017 10:50
1;Auto skipped;25/07/2017 11:27
1;Auto skipped;25/07/2017 12:10
1;Cheated;25/07/2017 13:22
1;On time;25/07/2017 14:14
1;Auto skipped;25/07/2017 15:07
1;Auto skipped;25/07/2017 15:33
1;Auto skipped;25/07/2017 16:11
1;Auto skipped;25/07/2017 17:51
1;On time;25/07/2017 18:56
1;On time;25/07/2017 19:20
1;On time;26/07/2017 04:04
1;On time;26/07/2017 04:21
1;Auto skipped;26/07/2017 05:20
1;On time;26/07/2017 06:16
1;Auto skipped;26/07/2017 07:40
1;Auto skipped;26/07/2017 08:46
1;Auto skipped;26/07/2017 09:55
1;Snoozed;26/07/2017 12:12
1;On time;26/07/2017 12:22
1;Auto skipped;26/07/2017 12:56
1;Auto skipped;26/07/2017 14:16
1;On time;26/07/2017 14:56
1;Cheated;26/07/2017 16:14
1;Auto skipped;26/07/2017 18:10
1;On time;26/07/2017 18:39
1;On time;26/07/2017 19:13
1;On time;26/07/2017 19:52
1;Snoozed;27/07/2017 03:29
1;On time;27/07/2017 03:39
1;Snoozed;27/07/2017 05:19
1;Snoozed;27/07/2017 05:29
1;On time;27/07/2017 05:39
1;Snoozed;27/07/2017 06:34
1;Snoozed;27/07/2017 06:44
1;On time;27/07/2017 06:54
1;On time;27/07/2017 08:03
1;Snoozed;27/07/2017 08:54
1;Auto skipped;27/07/2017 09:04
1;Snoozed;27/07/2017 10:12
1;On time;27/07/2017 10:23
1;Auto skipped;27/07/2017 11:12
1;Cheated;27/07/2017 11:19
1;Snoozed;27/07/2017 12:22
1;Snoozed;27/07/2017 12:32
1;On time;27/07/2017 12:42
1;Snoozed;27/07/2017 13:08
1;On time;27/07/2017 13:18
1;On time;27/07/2017 14:47
1;On time;27/07/2017 15:38
1;On time;27/07/2017 16:45
1;On time;27/07/2017 17:25
1;On time;27/07/2017 18:55
1;Snoozed;27/07/2017 19:32
1;Snoozed;27/07/2017 19:42
1;On time;27/07/2017 19:52
1;On time;27/07/2017 20:38
1;Auto skipped;28/07/2017 03:37
1;Snoozed;28/07/2017 04:28
1;On time;28/07/2017 04:38
1;Auto skipped;28/07/2017 06:29
1;On time;28/07/2017 07:28
1;Auto skipped;28/07/2017 08:07
1;Auto skipped;28/07/2017 08:59
1;Cheated;28/07/2017 10:22
1;Auto skipped;28/07/2017 10:56
1;Auto skipped;28/07/2017 12:20
1;Auto skipped;28/07/2017 13:43
1;Auto skipped;28/07/2017 14:58
1;Auto skipped;28/07/2017 18:59
1;Auto skipped;28/07/2017 19:30
1;Auto skipped;28/07/2017 20:09
1;Auto skipped;28/07/2017 20:45
1;Auto skipped;29/07/2017 04:33
1;Auto skipped;29/07/2017 05:43
1;Auto skipped;29/07/2017 06:50
1;Auto skipped;29/07/2017 07:33
1;Auto skipped;29/07/2017 08:32
1;Cheated;29/07/2017 09:00
1;On time;29/07/2017 09:26
1;On time;29/07/2017 09:59
1;On time;29/07/2017 11:53
1;Auto skipped;29/07/2017 14:59
1;Auto skipped;29/07/2017 17:16
1;On time;29/07/2017 18:35
1;Auto skipped;29/07/2017 18:56
1;Auto skipped;29/07/2017 19:23
1;On time;29/07/2017 20:23
1;On time;29/07/2017 20:47
1;Auto skipped;30/07/2017 07:08
1;Auto skipped;30/07/2017 08:52
1;On time;30/07/2017 09:32
1;On time;30/07/2017 10:12
1;On time;30/07/2017 11:34
1;Cheated;30/07/2017 12:07
1;Auto skipped;30/07/2017 12:37
1;Auto skipped;30/07/2017 13:02
1;Auto skipped;30/07/2017 14:24
1;On time;30/07/2017 15:25
1;On time;30/07/2017 15:50
1;Auto skipped;30/07/2017 16:33
1;Auto skipped;30/07/2017 16:59
1;On time;30/07/2017 17:42
1;Cheated;30/07/2017 18:10
1;On time;30/07/2017 18:31
1;Auto skipped;30/07/2017 19:05
1;Auto skipped;30/07/2017 20:04
1;On time;31/07/2017 04:20
1;On time;31/07/2017 04:41
1;Auto skipped;31/07/2017 05:38
1;On time;31/07/2017 07:33
1;Auto skipped;31/07/2017 08:27
1;On time;31/07/2017 10:04
1;Cheated;31/07/2017 10:59
1;Auto skipped;31/07/2017 11:37
1;On time;31/07/2017 12:28
1;On time;31/07/2017 13:40
1;Auto skipped;31/07/2017 14:42
1;Cheated;31/07/2017 15:01
1;Auto skipped;31/07/2017 15:54
1;On time;31/07/2017 16:58
1;Auto skipped;31/07/2017 17:38
1;On time;31/07/2017 18:20
1;On time;31/07/2017 18:47
1;Auto skipped;31/07/2017 19:21
1;On time;01/08/2017 03:36
1;Auto skipped;01/08/2017 04:23
1;Auto skipped;01/08/2017 06:08
1;Auto skipped;01/08/2017 07:31
1;Auto skipped;01/08/2017 08:34
1;Cheated;01/08/2017 08:52
1;Auto skipped;01/08/2017 10:15
1;Auto skipped;01/08/2017 10:50
1;Auto skipped;01/08/2017 11:27
1;Auto skipped;01/08/2017 12:10
1;Auto skipped;01/08/2017 14:14
1;Auto skipped;01/08/2017 15:07
1;Auto skipped;01/08/2017 15:33
1;Auto skipped;01/08/2017 16:11
1;Auto skipped;01/08/2017 17:51
1;Auto skipped;01/08/2017 18:56
1;Auto skipped;02/08/2017 04:21
1;Auto skipped;02/08/2017 05:20
1;Auto skipped;02/08/2017 06:15
1;Auto skipped;02/08/2017 07:40
1;Auto skipped;02/08/2017 08:46
1;Friend;02/08/2017 08:54
1;Auto skipped;02/08/2017 09:55
1;On time;02/08/2017 18:10
1;Auto skipped;02/08/2017 18:39
1;On time;02/08/2017 19:11
1;On time;02/08/2017 19:52
1;On time;03/08/2017 03:33
1;Auto skipped;03/08/2017 05:19
1;Auto skipped;03/08/2017 06:34
1;Auto skipped;03/08/2017 08:03
1;Auto skipped;03/08/2017 08:54
1;Auto skipped;03/08/2017 10:12
1;Auto skipped;03/08/2017 11:12
1;On time;03/08/2017 12:24
1;Auto skipped;03/08/2017 13:08
1;On time;03/08/2017 14:47
1;On time;03/08/2017 15:38
1;Auto skipped;03/08/2017 16:45
1;Auto skipped;03/08/2017 17:25
1;Snoozed;03/08/2017 18:54
1;Snoozed;03/08/2017 19:04
1;Snoozed;03/08/2017 19:14
1;On time;03/08/2017 19:24
1;Snoozed;03/08/2017 20:38
1;On time;03/08/2017 20:51
1;On time;04/08/2017 03:37
1;On time;04/08/2017 04:25
1;On time;04/08/2017 06:29
1;Auto skipped;04/08/2017 07:25
1;Snoozed;04/08/2017 08:07
1;On time;04/08/2017 08:17
1;On time;04/08/2017 09:02
1;Cheated;04/08/2017 09:53
1;Auto skipped;04/08/2017 10:56
1;Snoozed;04/08/2017 12:20
1;On time;04/08/2017 12:30
1;Auto skipped;04/08/2017 13:43
1;On time;04/08/2017 14:58
1;Cheated;04/08/2017 16:01
1;Auto skipped;04/08/2017 18:59
1;Auto skipped;04/08/2017 19:30
1;Auto skipped;04/08/2017 20:09
1;On time;04/08/2017 20:45
1;On time;05/08/2017 04:34
1;On time;05/08/2017 05:46
1;On time;05/08/2017 06:50
1;Auto skipped;05/08/2017 07:33
1;Auto skipped;05/08/2017 08:32
1;Auto skipped;05/08/2017 09:25
1;Auto skipped;05/08/2017 09:58
1;On time;05/08/2017 11:55
1;Cheated;05/08/2017 13:12
1;Auto skipped;05/08/2017 14:59
1;Auto skipped;05/08/2017 17:16
1;Skipped;05/08/2017 18:35
1;Auto skipped;05/08/2017 19:23
1;Auto skipped;05/08/2017 20:23
1;Auto skipped;05/08/2017 20:47
1;Cheated;06/08/2017 05:46
1;On time;06/08/2017 07:08
1;Cheated;06/08/2017 08:10
1;Auto skipped;06/08/2017 08:52
1;Auto skipped;06/08/2017 09:31
1;Cheated;06/08/2017 09:45
1;On time;06/08/2017 10:14
1;Auto skipped;06/08/2017 11:33
1;Auto skipped;06/08/2017 12:37
1;Auto skipped;06/08/2017 14:24
1;On time;06/08/2017 15:25
1;On time;06/08/2017 16:33
1;On time;06/08/2017 16:59
1;On time;06/08/2017 17:41
1;On time;06/08/2017 18:31
1;Auto skipped;06/08/2017 19:05
1;Auto skipped;06/08/2017 20:04
1;On time;07/08/2017 04:41
1;On time;07/08/2017 05:38
1;On time;07/08/2017 07:33
1;On time;07/08/2017 08:27
1;On time;07/08/2017 10:06
1;Snoozed;07/08/2017 11:37
1;On time;07/08/2017 11:47
1;On time;07/08/2017 12:29
1;On time;07/08/2017 13:41
1;Snoozed;07/08/2017 14:42
1;Auto skipped;07/08/2017 14:52
1;Cheated;07/08/2017 15:00
1;On time;07/08/2017 15:54
1;Snoozed;07/08/2017 16:58
1;Snoozed;07/08/2017 17:08
1;On time;07/08/2017 17:18
1;Auto skipped;07/08/2017 17:38
1;On time;07/08/2017 18:20
1;On time;07/08/2017 18:48
1;On time;07/08/2017 19:21
1;On time;08/08/2017 03:36
1;On time;08/08/2017 04:23
1;Auto skipped;08/08/2017 06:08
1;On time;08/08/2017 07:32
1;Snoozed;08/08/2017 08:34
1;On time;08/08/2017 08:44
1;On time;08/08/2017 10:15
1;Snoozed;08/08/2017 10:50
1;Snoozed;08/08/2017 11:00
1;On time;08/08/2017 11:10
1;On time;08/08/2017 11:27
1;On time;08/08/2017 12:10
1;Cheated;08/08/2017 12:19
1;On time;08/08/2017 14:14
1;On time;08/08/2017 15:07
1;On time;08/08/2017 15:33
1;Auto skipped;08/08/2017 16:11
1;On time;08/08/2017 17:51
1;On time;08/08/2017 18:57
1;On time;09/08/2017 04:21
1;On time;09/08/2017 05:20
1;Snoozed;09/08/2017 06:15
1;On time;09/08/2017 06:25
1;Auto skipped;09/08/2017 07:40
1;Cheated;09/08/2017 07:51
1;Snoozed;09/08/2017 08:46
1;On time;09/08/2017 08:57
1;On time;09/08/2017 09:55
1;Auto skipped;09/08/2017 12:12
1;Auto skipped;09/08/2017 12:56
1;On time;09/08/2017 14:16
1;On time;09/08/2017 14:59
1;Cheated;09/08/2017 15:35
1;Cheated;09/08/2017 17:08
1;Auto skipped;09/08/2017 18:10
1;On time;09/08/2017 18:39
1;On time;09/08/2017 19:11
1;On time;09/08/2017 19:52
1;On time;10/08/2017 03:29
1;Auto skipped;10/08/2017 05:19
1;Auto skipped;10/08/2017 06:34
1;Auto skipped;10/08/2017 08:03
1;Auto skipped;10/08/2017 08:54
1;Snoozed;10/08/2017 10:12
1;On time;10/08/2017 10:22
1;Auto skipped;10/08/2017 11:12
1;Cheated;10/08/2017 11:29
1;On time;10/08/2017 12:22
1;Auto skipped;10/08/2017 13:08
1;On time;10/08/2017 14:48
1;On time;10/08/2017 15:38
1;Cheated;10/08/2017 16:18
1;On time;10/08/2017 16:45
1;Auto skipped;10/08/2017 18:54
1;Auto skipped;10/08/2017 20:38
1;Auto skipped;11/08/2017 03:37
1;Auto skipped;11/08/2017 04:25
1;Auto skipped;11/08/2017 06:29
1;Cheated;11/08/2017 06:52
1;On time;11/08/2017 07:25
1;On time;11/08/2017 08:07
1;On time;11/08/2017 08:59
1;Cheated;11/08/2017 09:39
1;On time;11/08/2017 10:56
1;Friend;11/08/2017 11:45
1;Snoozed;11/08/2017 12:20
1;Skipped;11/08/2017 12:30
1;On time;11/08/2017 13:43
1;On time;11/08/2017 15:00
1;Cheated;11/08/2017 15:58
1;On time;11/08/2017 18:59
1;On time;11/08/2017 19:30
1;On time;11/08/2017 20:11
1;On time;11/08/2017 20:45
1;Auto skipped;12/08/2017 04:33
1;On time;12/08/2017 05:46
1;Auto skipped;12/08/2017 06:50
1;On time;12/08/2017 07:34
1;Auto skipped;12/08/2017 08:32
1;Auto skipped;12/08/2017 09:25
1;Cheated;12/08/2017 09:36
1;On time;12/08/2017 09:58
1;Cheated;12/08/2017 11:10
1;Auto skipped;12/08/2017 11:53
1;Auto skipped;12/08/2017 14:59
1;On time;12/08/2017 17:16
1;On time;12/08/2017 18:35
1;On time;12/08/2017 19:23
1;On time;12/08/2017 20:23
1;Friend;12/08/2017 20:31
1;On time;12/08/2017 20:47
1;On time;13/08/2017 07:08
1;Friend;13/08/2017 08:39
1;Auto skipped;13/08/2017 08:52
1;On time;13/08/2017 09:31
1;On time;13/08/2017 10:11
1;Cheated;13/08/2017 10:24
1;Friend;13/08/2017 10:26
1;Friend;13/08/2017 10:34
1;Auto skipped;13/08/2017 11:33
1;Cheated;13/08/2017 11:46
1;Auto skipped;13/08/2017 12:41
1;Cheated;13/08/2017 12:41
1;Friend;13/08/2017 12:41
1;On time;13/08/2017 14:24
1;Auto skipped;13/08/2017 15:25
1;On time;13/08/2017 16:33
1;On time;13/08/2017 17:41
1;Snoozed;13/08/2017 18:31
1;On time;13/08/2017 18:41
1;On time;13/08/2017 19:05
1;On time;13/08/2017 20:04
1;On time;14/08/2017 04:41
1;On time;14/08/2017 05:38
1;Auto skipped;14/08/2017 07:33
1;Cheated;14/08/2017 07:45
1;Auto skipped;14/08/2017 08:27
1;On time;14/08/2017 10:04
1;Cheated;14/08/2017 10:28
1;Auto skipped;14/08/2017 11:37
1;Auto skipped;14/08/2017 12:28
1;On time;14/08/2017 13:40
1;Auto skipped;14/08/2017 14:42
1;Skipped;14/08/2017 15:54
1;Auto skipped;14/08/2017 16:58
1;On time;14/08/2017 17:38
1;Snoozed;14/08/2017 18:20
1;On time;14/08/2017 18:30
1;Snoozed;14/08/2017 18:47
1;On time;14/08/2017 18:58
1;Auto skipped;14/08/2017 19:21
1;Cheated;14/08/2017 20:04
1;Auto skipped;15/08/2017 03:36
1;Auto skipped;15/08/2017 04:23
1;Auto skipped;15/08/2017 06:08
1;Cheated;15/08/2017 06:43
1;Snoozed;15/08/2017 07:32
1;On time;15/08/2017 07:42
1;Snoozed;15/08/2017 08:34
1;On time;15/08/2017 08:44
1;On time;15/08/2017 10:15
1;Snoozed;15/08/2017 10:50
1;Auto skipped;15/08/2017 11:00
1;Auto skipped;15/08/2017 11:27
1;Auto skipped;15/08/2017 12:10
1;Cheated;15/08/2017 12:48
1;On time;15/08/2017 14:14
1;On time;15/08/2017 15:07
1;On time;15/08/2017 15:33
1;On time;15/08/2017 16:11
1;On time;15/08/2017 17:51
